3992710940801,شبیه سازی و مدل سازی ریاضی پیشرفته,شاهین رفیعی,2,0,"90, 113",""
3992250432101,برنامه سازی پیشرفته,مریم پیروزمند,20,0,"47, 60, 70, 71, 76, 69, 65, 65, 64, 61, 70, 71, 74, 69, 74, 65, 73, 65, 72, 65",""
3992910318703,نماد و نشانه در نمایش,ابوالقاسم اسماعیل پورمطلق,0,0,"",""
3992910516505,پیانوی عمومی 3,بابک پاکزاد,0,0,"",""
3992812001201,آزمایشگاه فیزیک 1,"سیدمحسن حسینی, سیدمحسن حسینی, سیدمحسن حسینی, سیدمحسن حسینی, سیدمحسن حسینی, سیدمحسن حسینی, سیدمحسن حسینی, سیدمحسن حسینی, سیدمحسن حسینی, سیدمحسن حسینی, سیدمحسن حسینی",0,0,"",""
3992210618006,مسائل اقتصادی در آسیای مرکزی و قفقاز,الهه کولائی,9,1,"90, 95, 62, 93, 95, 122, 106, 108, 50",84
3992910539952,ساز کلاسیک 2,"",0,0,"",""
3992910614007,طراحی ارگونومیک,"عادل مظلومی, مریم سادات خلیلی, مریم سادات خلیلی, عادل مظلومی",12,0,"124, 24, 75, 16, 33, 51, 97, 132, 48, 62, 118, 95",""
3992910524554,ساز ایرانی 5,بابک راحتی,0,0,"",""
3992910614006,طراحی ارگونومیک,"مریم سادات خلیلی, عادل مظلومی",0,0,"",""
3992650120094,رساله,"",0,0,"",""
3992732019701,کشاورزی و توسعه پایدار,مجید قربانی جاوید,0,0,"",""
3992640308201,سمینار 2,سید پیمان شریعت پناهی,0,0,"",""
3992510622106,روان شناسی اعتیاد,بیتا وحدانی,0,0,"",""
3992150227301,فنون مصاحبه تشخیصی در روان شناسی بالینی,محمدعلی بشارت,0,0,"",""
3992112000947,انقلاب اسلامی ایران,محمدرضا اخضریان کاشانی,2,0,"79, 6",""
3992810107201,الکترومغناطیس,محمد نشاط,2,0,"45, 73",""
3992150223201,مبانی فلسفی تئوری های مدیریت دولتی,غلامرضا طالقانی,0,0,"",""
3992150415101,دینامیک سیالات محاسباتی 1,"",0,0,"",""
3992820241387,مباحث ویژه,مجید شفیع پورمطلق,0,0,"",""
3992250448301,ابزارشناسی و ماشین کاری پیشرفته,محمد جعفر حداد,0,0,"",""
3992250243501,کلیات حقوق جزا,جمشید غلاملو,1,1,17,34
3992250447101,مدل سازی انرژی,بهرام ملک محمدی,8,0,"97, 96, 90, 130, 77, 136, 77, 79",""
3992220187599,حسابداری بخش عمومی,محمد کاشانی پور,0,0,"",""
3992751208112,جراحی دستگاه ادراری و تناسلی در دام های بزرگ 2,"فرج اله ادیب هاشمی, سیدمهدی قمصری",0,0,"",""
3992810609021,ترمودینامیک 1,عابد زاده گل محمدی,1,0,103,""
3992220170399,تئوری حسابداری 1,دکتر محمدرضا مهربان پور,1,0,37,""
3992220219799,تاریخ حقوق,عبداله رجبی,0,0,"",""
3992220178860,بازاریابی الکترونیکی,احمد افخمی,10,0,"61, 84, 83, 81, 79, 69, 88, 72, 12, 87",""
3992422005803,کارگاه آموزش مهارت های زندگی و پیشگیری از آسیب های روانی اجتماعی 2,"",0,0,"",""
3992150309301,متون تفسیری قرآن کریم,محمدحسن فوادیان,2,0,"3, 5",""
3992640308101,سمینار 1,سید پیمان شریعت پناهی,0,0,"",""
3992112000951,انقلاب اسلامی ایران,محسن پالیزبان,8,0,"44, 36, 37, 3, 37, 31, 41, 46",""
3992910536650,ساز تخصصی کلاسیک 2,مهرداد پاکباز,0,0,"",""
3992650202197,تحول در نظریه های روابط بین الملل و سیاست خارجه,"",0,0,"",""
3992250169601,روان شناسی کودکان استثنائی,"سید سعید سجادی اناری, غلامعلی افروز",11,0,"0, 92, 120, 0, 69, 55, 104, 85, 86, 14, 65",""
3992422005806,کارگاه آموزش مهارت های زندگی و پیشگیری از آسیب های روانی اجتماعی 2,"",0,0,"",""
3992460102901,بررسی آثار ترجمه شده اسلامی 2,مجید نعمتی,9,0,"68, 80, 94, 87, 89, 84, 88, 88, 89",""
3992460315903,کارورزی,"",0,0,"",""
3992420313503,علم کلام 2,ناصر گذشته,12,0,"2, 93, 99, 93, 94, 83, 95, 89, 89, 84, 89, 88",""
3992250304401,مباحث ویژه در بیوانفورماتیک,"کاوه کاوسی, علیرضا فتوحی سیاه پیرانی, فروغمند اعرابی فروغمند اعرابی",0,0,"",""
3992820240401,فرآیند های مصبی,عبدالرضا کرباسی,12,0,"73, 92, 80, 76, 79, 89, 3, 73, 91, 82, 82, 78",""
3992750408904,باکتری شناسی پیشرفته,"تقی زهرائی صالحی, حسین اسمعیلی, بهار نیری فسایی, رامک یحیی رعیت",0,5,"","94, 97, 79, 91, 71"
3992720246201,سامانه اطلاعات جغرافیایی,پرویز فاتحی,0,0,"",""
3992720338901,بیوشیمی تکمیلی فرآورده های آبزیان,امیر رضا عابد علم دوست,10,0,"79, 59, 71, 60, 68, 71, 63, 58, 67, 52",""
3992720341801,بوم شناسی پلانکتن,BLدکتر هادی پورباقر,9,0,"61, 57, 54, 50, 53, 56, 46, 51, 49",""
3992750632806,سم شناسی سلولی مولکولی,جمیله سالاراملی,0,1,"",0
3992750409204,باکتری شناسی اختصاصی پیشرفته,"تقی زهرائی صالحی, بهار نیری فسایی, رامک یحیی رعیت",0,0,"",""
3992710937801,رابطه ماشین و خاک,"علی حاجی احمد, مصطفی خسروی راد",5,0,"48, 77, 11, 66, 70",""
3992750635706,شیمی درمانی و ایمونو فارماکولوژی,"علی رسولی, گودرز صادقی هشجین",0,11,"","118, 105, 131, 125, 114, 106, 103, 144, 85, 125, 131"
3992750413504,قارچ شناسی پیشرفته,عقیل شریف زاده,0,0,"",""
3992720211701,درخت شناسی 1,انوشیروان شیروانی,0,0,"",""
3992820416709,روش ها و تکنیک های آموزش محیط زیست,محمدجواد امیری,9,0,"106, 106, 90, 107, 28, 1, 116, 109, 115",""
3992810196001,طراحی بر اساس ریز پردازنده,"سید امید فاطمی, anonlastname2 anonlastname2",11,0,"26, 68, 77, 74, 72, 66, 76, 72, 72, 46, 69",""
3992112000109,اندیشه اسلامی 1 (مبدا و معاد),عباس قربانی,11,0,"83, 93, 90, 90, 85, 96, 83, 83, 83, 1, 89",""
3992720419601,بازاریابی فرآورده های چوبی,نعمت اله محبی,9,0,"127, 173, 111, 34, 83, 123, 77, 91, 103",""
3992310407441,جامعه شناسی کار و مشاغل,نوح منوری,0,0,"",""
3992430125801,اصول حسابرسی 2,"کیهان مهام, کیهان مهام",14,2,"73, 92, 74, 68, 58, 116, 74, 79, 4, 60, 88, 64, 57, 63","92, 95"
3992510534322,اقتصاد و تامین مالی سازمان های آموزشی,ابوالقاسم نادری روشناوند,0,0,"",""
3992310235302,جامعه شناسی تغییرات فرهنگی و مناسبات نسلی,دکتر یونس نوربخش,0,0,"",""
3992830339901,سوخت و احتراق پیشرفته 1,مازیار شفائی روشنی,17,0,"82, 64, 84, 79, 86, 84, 83, 90, 78, 67, 77, 65, 59, 66, 63, 68, 82",""
3992820216503,انرژی و محیط زیست,مجید شفیع پورمطلق,8,0,"63, 74, 107, 90, 80, 83, 101, 67",""
3992830121301,فناوری پینچ,"مهدی مهرپویا, فتح اله پور فیاض",19,0,"16, 40, 56, 65, 21, 72, 64, 64, 60, 63, 64, 64, 62, 71, 11, 59, 63, 69, 57",""
3992310235202,روش تحقیق کیفی پیشرفته,سهیلا صادقی فسائی,0,0,"",""
3992111054401,نوروآناتومی,آمنه رضایوف,7,0,"52, 32, 96, 47, 108, 56, 81",""
3992732018603,کارورزی 2,"BLدکترکوروش وحدتی, محمود لطفی",0,0,"",""
3992820207209,مهندسی ژئوتکنیک,امین سارنگ,0,0,"",""
3992220112708,روش تحقیق در مدیریت,حمیدرضا یزدانی,10,0,"113, 123, 120, 118, 129, 124, 121, 115, 112, 16",""
3992812001702,آمار و احتمالات,مهدی توکلان,1,0,17,""
3992220218599,اصول فقه,دکتر عبدالرضا علیزاده,0,0,"",""
3992751207012,جراحی پرندگان,محمدمهدی دهقان,0,0,"",""
3992751001210,کشیک درمانگاهی 2,"داریوش شیرانی, عبدالعلی ملماسی, امیر رستمی, شهرام جمشیدی",0,0,"",""
3992750718807,اپیدمیولوژی بیماری‌های قابل انتقال بین حیوانات و انسان,"سعید بکایی, علیرضا باهنر, حسام الدین اکبرین",2,0,"115, 92",""
3992150336501,مباحث عالی علوم بلاغی,"حسن رضایی هفتادر, غلامعباس رضائی هفتادر",0,0,"",""
3992250191601,محاسبات نرم در علوم اطلاعات زمین,نجمه نیسانی سامانی,7,1,"65, 55, 52, 10, 66, 58, 95",51
3992250130601,بازاریابی و رفتار مصرف کننده,"گلابی گلابی, فرشته منصوری موید, سرائی سرائی",1,0,118,""
3992250191801,مدیریت استراتژیک کارآفرینی,کامبیز طالبی,8,0,"100, 104, 100, 100, 96, 87, 94, 112",""
3992720441201,فیزیک چوب,اصغر طارمیان,1,0,2,""
3992810620201,علم مواد,قادر فرجی,0,0,"",""
3992910328803,تکنیک صحنه 1,الهام پورمهابادیان,0,0,"",""
3992910243802,نظریه های برنامه ریزی شهری,فرشاد نوریان,9,0,"13, 610, 97, 14, 100, 82, 100, 92, 82",""
3992650120516,حقوق سازمان های بین الملل,سیدهادی برهانی,0,0,"",""
3992730350101,تکامل مولکولی,سیداحمد سادات نوری,0,0,"",""
3992730230701,ناهنجاری های متابولیکی در طیور,سیدداود شریفی,0,0,"",""
3992822000203,پایان نامه, اساتید گروه آموزشی,0,0,"",""
3992210516505,مسئولیت مدنی,حسن بادینی,10,0,"60, 65, 49, 241, 92, 91, 90, 77, 90, 137",""
3992610514401,رساله,"",0,0,"",""
3992112001206,تاریخ تحلیلی صدر اسلام,محمد نصیری,13,0,"88, 56, 80, 89, 19, 75, 96, 81, 97, 0, 89, 89, 101",""
3992310606061,مطالعات مطبوعاتی,علیرضا دهقان نیری,15,0,"7, 40, 86, 89, 65, 10, 4, 61, 72, 76, 86, 88, 95, 1, 27",""
3992220315463,اصول فقه 3,دکتر محمدرسول آهنگران,13,0,"71, 81, 83, 69, 68, 72, 69, 76, 80, 75, 72, 73, 77",""
3992660130501,بازاریابی در گردشگری,غلامحیدر ابراهیم بای سلامی,11,0,"73, 147, 102, 95, 146, 99, 110, 15, 104, 20, 92",""
3992810193801,درستی سنجی و عیب یابی در سیستم های دیجیتال,بیژن علیزاده ملفه,0,3,"","33, 35, 97"
3992810405101,انتقال حرارت 1,حمید راشدی,13,0,"53, 66, 61, 48, 62, 55, 63, 63, 62, 65, 56, 63, 45",""
3992431102301,سیستم های اطلاعاتی مدیریت,محمدرضا اسمعیلی گیوی,6,0,"92, 709, 100, 213, 76, 457",""
3992111023401,مهندسی بیوشیمی,علی بزرگ,10,0,"72, 91, 74, 84, 95, 60, 81, 88, 107, 72",""
3992210509305,حقوق مدنی پیشرفته 1,عباس کریمی,0,7,"","87, 89, 102, 88, 91, 95, 93"
3992640307101,سمینار 1,سید پیمان شریعت پناهی,0,0,"",""
3992100261701,روان داروشناسی,سیدسعید پورنقاش تهرانی,1,0,54,""
3992100327601,حقوق انتقال فناوری,"",0,0,"",""
3992100349201,حقوق سرمایه گذاری خارجی,"",0,0,"",""
3992100327501,حقوق نمایندگی,"",0,0,"",""
3992220171005,مدیریت زنجیره تامین,میثم شهبازی,8,0,"71, 61, 68, 62, 61, 70, 79, 61",""
3992720306101,طراحی و مهندسی پارک,افشین دانه کار,0,0,"",""
3992910541454,ساز و ردیف 4,سیامک آقایی,0,0,"",""
3992910151202,مدیریت تدارکات پروژه,مجید پرچمی جلال,10,0,"112, 77, 108, 62, 79, 79, 19, 78, 38, 33",""
3992910539956,ساز کلاسیک 2,حامد حدیدی,0,0,"",""
3992212012803,کارگاه آموزش مهارت های زندگی و پیشگیری از آسیب های روانی اجتماعی 2,"",0,0,"",""
3992250529301,روش تحقیق پیشرفته در هنر,یعقوب آژند,0,0,"",""
3992210604406,سازمان های منطقه ای خاور میانه و شمال آفریقا,سید حمزه صفوی همامی,4,1,"29, 73, 89, 67",52
3992210623706,سازمان های منطقه ای در آسیای مرکزی و قفقاز,"الهه کولائی, شیوا علی زاده",7,0,"117, 100, 97, 95, 87, 105, 92",""
3992210519103,آیین دادرسی کیفری 2,محمد مهدی ساقیان,8,0,"27, 38, 50, 59, 46, 57, 55, 44",""
3992910326503,تاریخ تطبیقی ادبیات ایران و جهان 2,مجید سرسنگی,9,0,"56, 22, 114, 108, 127, 126, 255, 54, 80",""
3992220180458,نظریه های سازمان و مدیریت,محمدحسین قربانی,9,0,"76, 80, 70, 79, 90, 83, 53, 86, 90",""
3992651201199,سمینار,"جواد رکابی شعرباف, جواد رکابی شعرباف",9,0,"77, 113, 93, 94, 99, 96, 95, 82, 87",""
3992820203409,ژئوشیمی خاک,عبدالرضا کرباسی,10,0,"73, 88, 79, 116, 97, 95, 94, 89, 73, 71",""
3992820201809,آلودگی خاک در سواحل,ناصر حاجی زاده ذاکر,8,0,"74, 90, 90, 87, 89, 86, 87, 88",""
3992220177611,اخلاق حرفه ای در مدیریت با رویکرد اسلامی,مسلم محمدی,12,0,"60, 63, 70, 77, 71, 60, 69, 79, 15, 56, 68, 66",""
3992820224587,ارزیابی فنی اقتصادی محیط زیست,مجید شفیع پورمطلق,0,0,"",""
3992812012103,ریاضی عمومی 1,سیدعبدالرضا ترابی,0,0,"",""
3992812010604,نقشه کشی صنعتی 1,عبدالرحیم صالحی دزفولی,12,0,"45, 22, 41, 27, 45, 42, 40, 15, 7, 41, 8, 30",""
3992750405204,ویروس اختصاصی پیشرفته,"آرش قلیان چی لنگرودی, حمیده نجفی, بهمن عابدی کیاسری",0,0,"",""
3992730520602,سمینار و روش تحقیق,"سید ابراهیم هاشمی گرم دره, محمد عبداللهی پور",0,0,"",""
3992810443101,طراحی آزمایش ها و آمار کاربردی,شهره فاطمی,47,0,"14, 47, 36, 17, 48, 23, 13, 45, 27, 16, 21, 48, 41, 37, 14, 24, 3, 45, 25, 47, 17, 26, 9, 24, 62, 18, 45, 53, 19, 46, 51, 0, 29, 48, 33, 10, 49, 45, 46, 7, 30, 30, 69, 0, 97, 0, 65",""
3992210650006,رساله, اساتید گروه آموزشی,0,0,"",""
3992812004703,ریاضی مهندسی,سایه میرزایی,5,0,"65, 59, 37, 71, 35",""
3992810120602,ریاضیات مهندسی,محمود محمدطاهری,0,0,"",""
3992220224699,حقوق مالی,دکتر سید احمد حبیب نژاد,0,0,"",""
3992910612806,فیزیک 2 : دینامیک,علی فرجی,0,0,"",""
3992750850108,هماتولوژی 2,"سیدمهدی نصیری, زهره خاکی, حمید رضا موسویان",0,0,"",""
3992910487818,کارگاه تخصصی نقاشی ایرانی 2,مینا صدری,11,0,"131, 147, 136, 124, 112, 155, 117, 108, 90, 132, 146",""
3992910154801,مقدمات طراحی معماری 2,حمیدرضا انصاری,38,0,"170, 232, 228, 228, 223, 227, 193, 114, 59, 4, 222, 230, 188, 225, 250, 234, 212, 217, 169, 23, 237, 243, 214, 210, 231, 194, 218, 234, 242, 313, 239, 211, 229, 293, 239, 58, 44, 31",""
3992650802499,سمینار مطالعات ایران,محمد سمیعی,0,0,"",""
3992810146902,آزمایشگاه معماری کامپیوتر,سعید صفری,7,0,"21, 85, 12, 33, 30, 25, 24",""
3992820237404,تبدیل پسماند به انرژی,مریم پازکی,15,0,"2, 53, 19, 75, 96, 105, 86, 85, 63, 1, 8, 81, 73, 60, 65",""
3992112001944,دانش خانواده و جمعیت,یعقوب اسدی,10,0,"59, 75, 76, 69, 79, 88, 67, 77, 76, 65",""
3992220110110,اصول حسابداری 2,اکرم افسای,0,0,"",""
3992220719901,مدلهای زمانبندی و بهینه سازی حمل و نقل,بابک جوادی,13,0,"1, 80, 91, 84, 115, 98, 93, 76, 73, 89, 71, 93, 70",""
3992730233901,ارزیابی و قضاوت دام های مزرعه ای,محمد رکوعی,0,0,"",""
3992430513101,مدیریت زنجیره تامین پیشرفته,احمد جعفرنژادچقوشی,2,0,"25, 106",""
3992111015301,مباحث ویژه در زیست شناسی سلولی و تکوینی,"قمرتاج حسین, آزیتا پروانه تفرشی, بهمن زینلی",3,0,"102, 109, 102",""
3992150451701,اصول آنالیز حرارتی مواد,شهرام رایگان,0,0,"",""
3992650600799,سیاست و حکومت در آمریکای لاتین,الهه نوری غلامی زاده,9,0,"69, 104, 125, 120, 108, 116, 117, 106, 108",""
3992750122101,تغذیه اختصاصی دام,محمد رضائیان,5,0,"86, 51, 48, 50, 57",""
3992720151601,آلودگی منابع آب,"خالد احمدالی, خالد احمدالی",0,0,"",""
3992150252103,نظریه های جامعه شناسی 2,سید مهدی اعتمادی فرد,0,0,"",""
3992100321301,حقوق نفت و گاز,"",0,0,"",""
3992430321301,طرح ریزی تعمیرات و نگهداری,سیدپندار توفیقی,0,0,"",""
3992722008701,ژنتیک عمومی,محمدعلی نعمت الهی,0,0,"",""
3992910536654,ساز تخصصی کلاسیک 2,ربکا آشوقیان,0,0,"",""
3992732020101,مبانی مهندسی برق 1,محمد دهقانی,0,0,"",""
3992250185201,تئوری اقتصادسنجی 1,علی سوری,0,0,"",""
3992220232899,متون حقوقی (تجارت بین الملل),فریده شعبانی جهرمی,0,0,"",""
3992220736301,مبانی فناوری اطلاعات,محمد علی شکوهیان راد,21,0,"93, 105, 66, 128, 78, 79, 40, 92, 117, 58, 157, 94, 103, 87, 95, 90, 95, 70, 71, 88, 64",""
3992111091403,آزمایشگاه فیزیولوژی میکروبی,"عباس عباسی روح الهی, مرجان استواراسفندآبادی",0,0,"",""
3992112001205,تاریخ تحلیلی صدر اسلام,محمد نصیری,10,0,"61, 77, 75, 40, 43, 93, 81, 85, 83, 94",""
3992430101301,رساله,"",0,0,"",""
3992220224399,حقوق عمومی در اسلام,محمد جواد ارسطا,1,0,25,""
3992111004699,مدیریت مالی پیشرفته,عسگر نوربخش,1,0,99,""
3992810329401,سیگنال ها و سیستم ها,جمال کزازی,12,0,"98, 108, 112, 106, 104, 107, 83, 41, 48, 100, 102, 93",""
3992430125101,مکاتبات تجاری و گزارش نویسی,محمد مرادی,11,0,"29, 83, 4, 55, 56, 69, 91, 1, 50, 55, 63",""
3992210519405,حقوق مدنی 2,محسن ایزانلو,10,0,"89, 91, 87, 79, 86, 87, 97, 87, 79, 77",""
3992112001217,تاریخ تحلیلی صدر اسلام,حمید ولیان,0,0,"",""
3992112000626,اخلاق اسلامی (مبانی و مفاهیم),محمدرضا بهاری,8,0,"50, 66, 50, 37, 57, 42, 40, 68",""
3992750411704,بیماری های قارچی زیر جلدی,دنیا نیک آئین,7,0,"19, 68, 77, 60, 90, 67, 107",""
3992810555701,اکتشاف منابع ژئوترمال,علی مرادزاده,6,0,"92, 80, 48, 95, 92, 12",""
3992150214801,اقتصادسنجی,محسن مهرآرا,0,0,"",""
3992640302601,رساله, اساتید گروه آموزشی,0,0,"",""
3992722013701,شناخت منابع طبیعی,ایرج صالح,2,0,"67, 1",""
3992730343901,مسئله مخصوص,"نوازاله صاحبانی, نرگس فلاحی چرخابی",0,0,"",""
3992250155901,روش های تحقیق کسب و کار,سیدابوالقاسم میرا,10,0,"184, 182, 185, 177, 56, 109, 40, 101, 70, 100",""
3992910342203,نقد در ادبیات نمایشی 2,"سعید اسدی, رامتین شهبازی قارلقی",0,0,"",""
3992730140602,کارگاه ماشین ابزار,شهریار کوراوند,0,0,"",""
3992430304801,بازاریابی بین الملل پیشرفته,هاشم آقازاده,2,0,"126, 143",""
3992750846708,آمار حیاتی پیشرفته,امیر نیاسری نسلجی,0,0,"",""
3992220155203,خط مشی گذاری در صنعت جهانگردی,دکتر علی حمیدی زاده,11,0,"21, 77, 65, 63, 66, 74, 68, 79, 80, 64, 80",""
3992220521061,فقه تطبیقی 1,سیدحسین نوری,11,0,"66, 64, 63, 67, 63, 67, 62, 64, 62, 61, 65",""
3992220592255,فلسفه دین,روح اله شاکری,10,0,"64, 68, 73, 65, 69, 66, 67, 66, 37, 74",""
3992910545905,آشنایی با تنبک,"احسان خضرلو, احسان خضرلو",0,0,"",""
3992810452921,رئولوژی پلیمرها,سیدمصطفی حسینی,9,0,"135, 118, 138, 97, 147, 135, 109, 100, 91",""
3992112002604,آشنایی با ارزش های دفاع مقدس,مهران طهماسبی,5,0,"81, 82, 80, 41, 69",""
3992250236901,فلسفه حقوق کیفری,فیروز محمودی جانکی,0,4,"","87, 71, 89, 260"
3992910519852,ساز جهانی 5,مهرداد پاکباز,0,0,"",""
3992732017501,فیزیولوژی گیاهی,مجید قربانی جاوید,0,0,"",""
3992112000952,انقلاب اسلامی ایران,"مصطفی رستمی, مسلم طاهری کل کشوندی",9,0,"63, 35, 64, 71, 98, 78, 68, 73, 74",""
3992150252201,امدادگر ورزشی پیشرفته,محمدحسین علیزاده,0,0,"",""
3992820225107,رساله, اساتید گروه آموزشی,0,0,"",""
3992732001802,باغبانی عمومی,سهیل کریمی,0,0,"",""
3992640114201,معادلات دیفرانسیل,"",0,0,"",""
3992112001203,تاریخ تحلیلی صدر اسلام,فهیمه فرهمندپور,10,0,"108, 105, 110, 98, 104, 62, 102, 95, 94, 70",""
3992112000949,انقلاب اسلامی ایران,عارف برخورداری,7,0,"97, 85, 81, 82, 77, 79, 81",""
3992730521301,تحلیل سامانه های منابع آب 1,محمدابراهیم بنی حبیب,0,0,"",""
3992820220527,مدیریت کیفی روان آب های شهری,امین سارنگ,11,0,"59, 83, 0, 111, 115, 120, 129, 120, 116, 103, 79",""
3992112001212,تاریخ تحلیلی صدر اسلام,رضا کرمی,8,0,"62, 24, 62, 137, 235, 135, 81, 68",""
3992650303898,تاریخ اروپا,خدایار براری ریکنده,8,0,"6, 6, 6, 36, 55, 64, 47, 32",""
3992112001521,تفسیر موضوعی قرآن,علیرضا نوبری,9,0,"95, 81, 94, 91, 0, 89, 85, 104, 102",""
3992730520603,سمینار و روش تحقیق,"جابر سلطانی, سیدمهدی هاشمی شاهدانی",0,0,"",""
3992220220799,حقوق سازمان های بین المللی,دکتر مهدی حدادی,1,0,22,""
3992820304603,تحلیل سیستم ها در سوانح,بهرام ملک محمدی,11,0,"74, 55, 83, 100, 68, 111, 83, 88, 88, 79, 66",""
3992812014102,شیمی فیزیک,عبدالمجید بایندری مقدم,0,0,"",""
3992660124306,تئوری های کارآفرینی,خانم دکتر باقری,11,0,"93, 93, 102, 92, 102, 93, 129, 94, 116, 130, 129",""
3992150311301,روانپزشکی جنایی,مهدی صابری,0,0,"",""
3992810926401,تصمیم گیری با معیارهای چندگانه (MCDM),سید علی ترابی,3,0,"80, 80, 69",""
3992912010299,پایان نامه, اساتید گروه آموزشی,0,0,"",""
3992220318651,علوم بلاغی و زیبایی شناختی قرآن 2,مجتبی عمرانی پور,10,0,"87, 73, 74, 71, 65, 79, 77, 70, 87, 70",""
3992150139501,مبانی بلورشناسی,"",0,0,"",""
3992112001207,تاریخ تحلیلی صدر اسلام,محمد نصیری,13,0,"84, 105, 89, 109, 87, 93, 89, 0, 20, 11, 28, 1, 100",""
3992810630821,طراحی اجزاء ماشین 2,کامبیز قائمی اسکوئی,0,0,"",""
3992420310631,متون دینی عرفانی به زبان خارجی,قربان علمی,11,0,"87, 87, 93, 98, 46, 93, 97, 93, 94, 91, 91",""
3992910519705,دشیفراژ 2,محمد رضا تفضلی,0,0,"",""
3992910524352,ساز ایرانی 4,پریچهر خواجه,0,0,"",""
3992910519550,ساز جهانی 4,مهرداد پاکباز,0,0,"",""
3992910165901,رساله, اساتید گروه آموزشی,0,0,"",""
3992910615907,کارگاه طراحی پایه 2,نیما نورایی,0,0,"",""
3992150289301,سیستم های صف,"",0,0,"",""
3992220223211,نظام های انتخاباتی,دکترحسین رحمت الهی,9,0,"67, 98, 78, 91, 105, 1, 63, 89, 83",""
3992910143301,سیستم ها و روش های سنجش و ممیزی بنا,مرتضی خلجی اسدی,10,0,"92, 87, 91, 91, 98, 98, 0, 85, 70, 67",""
3992150308101,حقوق بین الملل اسلام,محمدجواد جاوید,16,0,"43, 79, 67, 42, 7, 61, 72, 72, 33, 63, 49, 54, 37, 65, 43, 69",""
3992910524550,ساز ایرانی 5,رضا پرویز زاده,0,0,"",""
3992150325301,سمینار,مریم سلطان بیاد,8,0,"58, 80, 88, 79, 79, 80, 0, 75",""
3992910455112,عکاسی دیجیتال,یوسف زینال زاده,10,0,"69, 40, 69, 83, 68, 78, 75, 81, 70, 74",""
3992650120097,رساله, اساتید گروه آموزشی,0,0,"",""
